Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
402093,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""""","=""""",5,4.39,Dell,Paperback,1152,2009,1975,2020/10/29,2020/09/05,,,read,,,,1,,,0,,,,,
40141108,Batouala; Veritable Roman Negre,René Maran,"Maran, René",,"=""1314136488""","=""9781314136487""",5,3.39,Hardpress Publishing,Paperback,204,2013,1921,,2020/06/01,,,read,,,,1,,,0,,,,,
40068472,L'autre citoyen: L'idéal républicain et les Antilles après l'esclavage (Le temps des idées),Silyane Larcher,"Larcher, Silyane",,"=""""","=""""",5,5.00,Armand Colin,Kindle Edition,386,2014,,2020/09/21,2020/08/13,,,read,,,,1,,,0,,,,,
35298068,Rapatriés (Cadre rouge),Néhémy Pierre-Dahomey,"Pierre-Dahomey, Néhémy",,"=""""","=""""",3,3.62,Le Seuil,Kindle Edition,192,2017,,2020/09/06,2020/08/27,,,read,,,,1,,,0,,,,,
41215388,Frère d'âme,David Diop,"Diop, David",,"=""2021398242""","=""9782021398243""",3,3.89,SEUIL,Paperback,176,2018,2018,2020/08/11,2020/08/09,,,read,,,,1,,,0,,,,,
25913856,"Papa, est-ce que je peux venir mourir à la maison?",Tony Delsham,"Delsham, Tony",,"=""2950844944""","=""9782950844941""",0,4.00,Editions M.G.G.,Paperback,153,1997,1997,,2020/08/11,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
220362,Manon des sources,Marcel Pagnol,"Pagnol, Marcel",,"=""287706512X""","=""9782877065122""",4,4.18,De Fallois,Mass Market Paperback,285,2004,1962,,2020/08/11,,,read,,,,1,,,0,,,,,
808627,"Le château de ma mère (Souvenirs d'enfance, #2)",Marcel Pagnol,"Pagnol, Marcel",,"=""2877060519""","=""9782877060516""",4,4.09,Editions de Fallois,Paperback,221,1988,1957,,2020/08/11,,,read,,,,1,,,0,,,,,
220334,La Gloire de mon père,Marcel Pagnol,"Pagnol, Marcel",,"=""2877065073""","=""9782877065078""",5,4.01,Editions de Fallois,Mass Market Paperback,216,2004,1957,,2020/08/11,,,read,,,,1,,,0,,,,,
437248,L'Odeur du café,Dany Laferrière,"Laferrière, Dany",,"=""2842612825""","=""9782842612825""",5,3.81,Motifs,Mass Market Paperback,226,2001,1991,,2020/08/11,,,read,,,,1,,,0,,,,,
814281,La Rue Cases Negres: Du Roman Au Film:  Etude Comparative (Critiques Litteraires) (French Edition),Sylvie César,"César, Sylvie",,"=""273842399X""","=""9782738423993""",0,5.00,,,,,,,2020/08/11,,,read,,,,1,,,0,,,,,
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",5,4.30,Knopf,Hardcover,433,2006,2006,2020/08/09,2020/06/04,,,read,,,,1,,,0,,,,,
39717491,"La prochaine fois, le feu",James Baldwin,"Baldwin, James",,"=""2072786207""","=""9782072786204""",4,4.50,Folio,Mass Market Paperback,137,2018,1963,2020/08/05,2020/08/03,,,read,,,,1,,,0,,,,,
818709,"Women, Culture, and Politics",Angela Y. Davis,"Davis, Angela Y.",,"=""0679724877""","=""9780679724872""",0,4.38,Vintage,Paperback,258,1990,1989,,2020/07/15,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
43798285,The Institute,Stephen King,"King, Stephen",,"=""""","=""""",0,4.20,Scribner,Hardcover,561,2019,2019,,2020/07/15,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
190464,The Black Atlantic: Modernity and Double-Consciousness,Paul Gilroy,"Gilroy, Paul",,"=""0674076060""","=""9780674076068""",0,4.04,Harvard University Press,Paperback,280,1995,1993,,2020/07/14,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
353598,"Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment",Patricia Hill Collins,"Collins, Patricia Hill",,"=""0415924847""","=""9780415924849""",0,4.39,Routledge,Paperback,336,1999,1990,,2020/07/14,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
229001,Novel Without a Name,Dương Thu Hương,"Hương, Dương Thu","Nina McPherson, Phan Huy Đường","=""0140255109""","=""9780140255102""",0,3.80,Penguin Books,Paperback,289,1995,1991,,2020/07/14,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
813214,The Mist,Stephen King,"King, Stephen",,"=""""","=""""",4,3.95,Signet,Paperback,230,2007,1980,2020/07/08,2020/06/01,,,read,,,,1,,,0,,,,,
714902,"Noughts & Crosses (Noughts & Crosses, #1)",Malorie Blackman,"Blackman, Malorie",,"=""0552555703""","=""9780552555708""",0,4.22,Corgi Childrens,Paperback,479,2006,2001,,2020/07/03,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
780889,The Sorrow Of War: A Novel of North Vietnam,Bảo Ninh,"Ninh, Bảo","Phan Thanh Hảo, Frank Palmos","=""1573225436""","=""9781573225434""",3,4.01,Riverhead Books/The Berkley Publishing Group/Penguin Putnam Inc.,Paperback,233,1996,1987,2020/07/01,2020/06/14,,,read,,,,1,,,0,,,,,
14617003,Dynamic Prediction in Clinical Survival Analysis,Hans Van Houwelingen,"Houwelingen, Hans Van","Hein Putter, J. C. Van Houwelingen","=""1439835330""","=""9781439835333""",0,0.0,CRC Press,Hardcover,250,2011,2011,,2020/06/16,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
18724829,Joint Models for Longitudinal and Time-To-Event Data: With Applications in R,Dimitris Rizopoulos,"Rizopoulos, Dimitris",,"=""1299992692""","=""9781299992696""",5,4.75,CRC Press,ebook,274,2013,2012,2020/06/16,2020/06/12,,,read,,,,1,,,0,,,,,
2719,The Book of Salt,Monique Truong,"Truong, Monique",,"=""0618446885""","=""9780618446889""",0,3.52,Mariner Books,Paperback,261,2004,2003,,2020/06/14,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
41398025,The Farm,Joanne Ramos,"Ramos, Joanne",,"=""1984853759""","=""9781984853752""",0,3.50,Random House,Hardcover,327,2019,2019,,2020/06/13,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",5,4.27,Worldbuilders Press,Kindle Edition,383,2016,2016,2020/06/12,2020/06/06,,,read,,,,1,,,0,,,,,
30811071,La violation d'un pays : Et autres écrits anticolonialistes,Lamine Senghor,"Senghor, Lamine","David Murphy, Paul Vaillant-Couturier","=""2336002280""","=""9782336002286""",0,4.00,Editions L'Harmattan,Paperback,,2012,,,2020/06/10,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
44231714,Chroniques d'un enfant du pays,James Baldwin,"Baldwin, James",Marie Darrieussecq,"=""2072796830""","=""9782072796838""",0,4.37,Gallimard,Paperback,224,2019,1955,,2020/06/10,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
1440929,La Clarté de la lune,Lian Hearn,"Hearn, Lian",Philippe Giraudon,"=""2070426556""","=""9782070426553""",0,4.06,Folio,Mass Market Paperback,434,2005,2004,,2020/06/06,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
1129160,Les Neiges de l'exil,Lian Hearn,"Hearn, Lian",Philippe Giraudon,"=""2070300315""","=""9782070300310""",0,4.03,Folio,Mass Market Paperback,385,2004,2003,,2020/06/06,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
1129149,Le Silence du rossignol,Lian Hearn,"Hearn, Lian",Philippe Giraudon,"=""207030258X""","=""9782070302581""",0,4.06,Folio,Mass Market Paperback,372,2003,2002,,2020/06/06,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
37831407,"File N°002 (Themis Files, #0.5)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""""","=""""",0,3.76,unboundworlds.com,ebook,10,2017,2017,,2020/06/06,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
35820656,"Only Human (Themis Files, #3)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""0399180117""","=""9780399180118""",0,3.66,Del Rey Books,Hardcover,336,2018,2018,,2020/06/06,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
30134847,"Waking Gods (Themis Files, #2)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886722""","=""9781101886724""",0,4.02, Del Rey,Hardcover,336,2017,2017,,2020/06/06,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
25733990,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886692""","=""9781101886694""",0,3.83,Del Rey,Hardcover,320,2016,2016,,2020/06/06,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
22738563,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",5,4.43,Vintage,Kindle Edition,64,2014,2014,2020/06/04,2020/06/01,,,read,,,,1,,,0,,,,,
2739800,Case à Chine,Raphaël Confiant,"Confiant, Raphaël",,"=""2715226411""","=""9782715226418""",0,4.14,Mercure de France,Paperback,437,2007,2007,,2020/06/04,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
32758032,Applied Text Analysis with Python: Enabling Language-Aware Data Products with Machine Learning,Benjamin Bengfort,"Bengfort, Benjamin","Tony Ojeda, Rebecca Bilbro","=""1491963042""","=""9781491963043""",0,3.91,O'Reilly Media,Paperback,332,2018,,,2020/06/04,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
38451327,Deep Learning with R,François Chollet,"Chollet, François",J.J. Allaire,"=""161729554X""","=""9781617295546""",0,4.51,Manning Publications Co.,Paperback,335,2018,,,2020/06/04,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
823788,Creating More Effective Graphs,Naomi B. Robbins,"Robbins, Naomi B.",,"=""047127402X""","=""9780471274025""",0,3.97,Wiley-Interscience,Paperback,402,2004,2004,,2020/06/04,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
41940388,The Test,Sylvain Neuvel,"Neuvel, Sylvain",,"=""1250312833""","=""9781250312839""",5,3.85,St Martin's Press,Paperback,108,2019,2019,2020/06/04,2020/06/01,,,read,,,,1,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,4.03,W.W. Norton & Company,Paperback,498,2005,1997,,2020/06/01,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",Prottasha Prachurjo Sayed Fayej Ahmed,"=""""","=""""",0,4.39,Vintage,Paperback,512,2015,2011,,2020/06/01,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
26151525,Commandeur du sucre,Raphaël Confiant,"Confiant, Raphaël",,"=""""","=""""",5,4.50,Ecriture,Kindle Edition,312,1994,1994,,2020/06/01,,,read,,,,1,,,0,,,,,
15596006,Régisseur du rhum,Raphaël Confiant,"Confiant, Raphaël",,"=""2909240231""","=""9782909240237""",4,4.50,Ecriture,Paperback,332,1999,1999,,2020/06/01,,,read,,,,1,,,0,,,,,
25778771,Le Bataillon créole: Guerre de 1914-1918,Raphaël Confiant,"Confiant, Raphaël",,"=""""","=""9782070463039""",0,3.67,Folio,Mass Market Paperback,311,2015,2013,,2020/06/01,,,read,,,,1,,,0,,,,,
3330333,La Montagne ensorcelée,Jacques Roumain,"Roumain, Jacques",,"=""2209059224""","=""9782209059225""",4,3.40,Mémoire d'Encrier,Paperback,162,1987,1931,,2020/06/01,,,read,,,,1,,,0,,,,,
13506431,Les Fantoches,Jacques Roumain,"Roumain, Jacques",,"=""""","=""9993580031""",4,4.00,Fardin,Paperback,102,,1931,,2020/06/01,,,read,,,,1,,,0,,,,,
12125112,L'Hôtel du Bon Plaisir,Raphaël Confiant,"Confiant, Raphaël",,"=""2070437833""","=""9782070437832""",3,3.60,Folio,Mass Market Paperback,306,2010,2009,,2020/06/01,,,read,,,,1,,,0,,,,,
443666,La Vie Scélérate,Maryse Condé,"Condé, Maryse",,"=""226611526X""","=""9782266115261""",5,3.68,Distribooks,Paperback,345,2002,1987,,2020/06/01,,,read,,,,1,,,0,,,,,
37577482,Reves Amers,Maryse Condé,"Condé, Maryse",,"=""2747085007""","=""9782747085007""",4,3.51,Bayard Jeunesse,ebook,,2017,1991,,2020/06/01,,,read,,,,1,,,0,,,,,
22850818,Décoloniser l'esprit,Ngũgĩ wa Thiong'o,"Thiong'o, Ngũgĩ wa",,"=""2358720194""","=""9782358720199""",4,4.32,La Fabrique,,168,2011,1981,,2020/06/01,,,read,,,,1,,,0,,,,,
36823138,Iyewa,Louis Camara,"Camara, Louis",,"=""2359260502""","=""9782359260502""",0,5.00,Amalion Publishing,Paperback,,2018,,,2020/06/01,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
29585615,Le choix de l'Ori,Louis Camara,"Camara, Louis",,"=""2359260375""","=""9782359260373""",4,4.00,Amalion Publishing,Paperback,144,2015,,,2020/06/01,,,read,,,,1,,,0,,,,,
40802347,Là où les chiens aboient par la queue,Estelle-Sarah Bulle,"Bulle, Estelle-Sarah",,"=""""","=""9791034900459""",4,3.93,Liana Levi ,Paperback,285,2018,,,2020/06/01,,,read,,,,1,,,0,,,,,
161971,Discours sur le colonialisme (suivi de Discours sur la Négritude),Aimé Césaire,"Césaire, Aimé",,"=""2708705318""","=""9782708705319""",5,4.36,Ingram,Unknown Binding,92,2000,1950,,2020/06/01,,,read,,,,1,,,0,,,,,
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""0452287065""","=""9780452287068""",4,4.08,Plume,Paperback,216,2005,1970,,2020/06/01,,,read,,,,1,,,0,,,,,
2060181,La mulâtresse Solitude,André Schwarz-Bart,"Schwarz-Bart, André",,"=""2020301083""","=""9782020301084""",4,3.53,Seuil,Poche,155,1996,1972,,2020/06/01,,,read,,,,1,,,0,,,,,
14663596,L'homme prédateur : Ce que nous enseigne l'esclavage sur notre temps,Françoise Vergès,"Vergès, Françoise",,"=""2226208895""","=""9782226208897""",3,2.50,Albin Michel,Paperback,226,2011,2011,,2020/06/01,,,read,,,,1,,,0,,,,,
29281164,Nègre Marron,Raphaël Confiant,"Confiant, Raphaël",,"=""2359051334""","=""9782359051339""",3,3.00,Ecriture,ebook,216,2006,,,2020/06/01,,,read,,,,1,,,0,,,,,
635635,"Women, Race & Class",Angela Y. Davis,"Davis, Angela Y.",,"=""0394713516""","=""9780394713519""",4,4.55,Vintage,Paperback,271,1983,1981,,2020/06/01,,,read,,,,1,,,0,,,,,
52938323,Ségou: Les murailles de terre,Maryse Condé,"Condé, Maryse",,"=""2221241142""","=""9782221241141""",4,4.11,Robert Laffont,Paperback,,2019,1984,,2019/12/27,,,read,,,,1,,,0,,,,,
274392,"Black Skin, White Masks",Frantz Fanon,"Fanon, Frantz",Charles Lam Markmann,"=""0802150845""","=""9780802150844""",5,4.26,Grove,Paperback,232,1994,1952,,2019/12/27,,,read,,,,1,,,0,,,,,
66933,The Wretched of the Earth,Frantz Fanon,"Fanon, Frantz","Jean-Paul Sartre, Richard Philcox, Homi K. Bhabha","=""0802141323""","=""9780802141323""",4,4.26,Grove Press,Paperback,320,2005,1961,,2019/12/27,,,read,,,,1,,,0,,,,,
30268406,Diab'-la,Joseph Zobel,"Zobel, Joseph",,"=""2723317412""","=""9782723317412""",0,4.00,Nel - Nouvelles Editions,Paperback,173,2000,,,2019/12/27,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
565338,Black Shack Alley,Joseph Zobel,"Zobel, Joseph","Christian Filostrat, Keith Q. Warner","=""0914478680""","=""9780914478683""",4,4.02,Three Continents Press,Paperback,182,1990,1950,,2019/12/27,,,read,,,,1,,,0,,,,,
3120755,Chronique de la dérive douce,Dany Laferrière,"Laferrière, Dany",,"=""2890055922""","=""9782890055926""",4,3.89,VLB éditeur,,136,1994,1994,,2019/12/27,,,read,,,,1,,,0,,,,,
437194,Pays sans chapeau,Dany Laferrière,"Laferrière, Dany",,"=""2842612698""","=""9782842612696""",4,3.88,Le Serpent à Plumes,,275,1999,1996,,2019/12/27,,,read,,,,1,,,0,,,,,
6933018,L'Énigme du retour,Dany Laferrière,"Laferrière, Dany",,"=""2764606702""","=""9782764606704""",4,4.03,Boréal,Paperback,286,2009,2009,,2019/12/27,,,read,,,,1,,,0,,,,,
204987,Gouverneurs de la rosée,Jacques Roumain,"Roumain, Jacques",,"=""2841092348""","=""9782841092345""",5,3.91,Le Temps des cerises,Paperback,202,2000,1944,,2019/12/27,,,read,,,,1,,,0,,,,,
6307182,Segou. Les murailles de terre. Tome 2,Maryse Condé,"Condé, Maryse",,"=""2253037125""","=""9782253037125""",3,4.33,Le Livre de Poche,Poche,351,1995,1995,,2019/12/27,,,read,,,,1,,,0,,,,,
1830322,Rêves amers,Maryse Condé,"Condé, Maryse",,"=""2747003507""","=""9782747003506""",3,3.51,Bayard Jeunesse,Mass Market Paperback,80,2001,1991,,2019/12/27,,,read,,,,1,,,0,,,,,
16049772,La vie sans fards,Maryse Condé,"Condé, Maryse",,"=""2709636859""","=""9782709636858""",5,3.78,Lattès,Unknown Binding,334,2012,2012,,2019/12/27,,,read,,,,1,,,0,,,,,
193878,Le Cœur à rire et à pleurer,Maryse Condé,"Condé, Maryse",,"=""""","=""""",4,3.87,Pocket,Paperback,154,2002,1999,,2019/12/27,,,read,,,,1,,,0,,,,,
832554,Robinson Crusoe,Daniel Defoe,"Defoe, Daniel",,"=""014062015X""","=""9780140620153""",3,3.68,Penguin Books,Paperback,298,1994,1719,,2019/12/27,,,read,,,,1,,,0,,,,,
949067,"Antan d'enfance (Une enfance créole, #1)",Patrick Chamoiseau,"Chamoiseau, Patrick",,"=""2070400018""","=""9782070400010""",4,3.91,Gallimard Education,Paperback,185,1996,1990,,2019/12/27,,,read,,,,1,,,0,,,,,
36064994,The Old Slave,Patrick Chamoiseau,"Chamoiseau, Patrick",Linda Coverdale,"=""""","=""""",3,3.90,The New Press,Kindle Edition,176,2018,1997,,2019/12/27,,,read,,,,1,,,0,,,,,
949065,Texaco,Patrick Chamoiseau,"Chamoiseau, Patrick","Rose-Myriam Réjouis, Val Vinokurov","=""0679751750""","=""9780679751755""",4,3.92,Vintage,Paperback,416,1998,1992,,2019/12/27,,,read,,,,1,,,0,,,,,
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Barbara Mooyaart-Doubleday, Eleanor Roosevelt","=""""","=""""",2,4.16,Bantam,Mass Market Paperback,283,1993,1947,,2019/12/27,,,read,,,,1,,,0,,,,,
36,The Lord of the Rings: Weapons and Warfare,Chris   Smith,"Smith, Chris","Christopher  Lee, Richard Taylor","=""0618391002""","=""9780618391004""",3,4.59,Houghton Mifflin Harcourt,Paperback,218,2003,2003,,2019/12/27,,,read,,,,1,,,0,,,,,
119,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,"Russell, Gary",,"=""0618212906""","=""9780618212903""",4,4.62,Houghton Mifflin Harcourt,Hardcover,192,2002,2002,,2019/12/27,,,read,,,,1,,,0,,,,,
13084331,"The Walking Dead, Issue #1",Robert Kirkman,"Kirkman, Robert",Tony Moore,"=""""","=""""",3,4.27,Image Comics,Paperback,26,2003,2003,,2019/12/27,,,read,,,,1,,,0,,,,,
17856572,"Watchmen #1: At Midnight, All The Agents....",Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins, Len Wein","=""""","=""""",5,4.30,DC Comics,Unknown Binding,35,1986,1986,,2019/12/27,,,read,,,,1,,,0,,,,,
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",3,3.85,Disney-Hyperion,Paperback,396,2003,2001,,2019/12/27,,,read,,,,1,,,0,,,,,
18337259,A Game of Thrones #1,Daniel Abraham,"Abraham, Daniel","George R.R. Martin, Tommy Patterson","=""""","=""9780345536150""",4,4.61,Bantam,ebook,32,2011,2011,,2019/12/27,,,read,,,,1,,,0,,,,,
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",3,3.99,Vintage International,Paperback,123,1989,1942,,2019/12/27,,,read,,,,1,,,0,,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",5,4.37,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2019/12/27,,,read,,,,1,,,0,,,,,
386162,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.22,Del Rey,Paperback,193,2007,1979,,2019/12/27,,,read,,,,1,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",4,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2019/12/27,,,read,,,,1,,,0,,,,,
